Method,Image,PSNR,SSIM,UIQM,Brightness,Contrast,Sharpness
FUNIEGAN,vid_000143_frame0000015.jpg,16.39982038735515,0.6922196228342475,234.47565431116726,113.63584104938272,56.576141644531944,4876.489713534284
FUNIEGAN,vid_000143_frame0000016.jpg,16.62529856948612,0.7128135280796605,224.63414667685424,114.02388117283951,54.52574011926643,4425.093962789352
FUNIEGAN,vid_000143_frame0000017.jpg,16.621288854723712,0.7123985870153032,218.4951471207057,113.62901234567902,53.06364662807282,4458.823437745533
FUNIEGAN,vid_000143_frame0000018.jpg,16.59159365080346,0.7003073912631627,217.78798927235195,113.88084104938271,52.791283127924025,4574.805318792867
FUNIEGAN,vid_000143_frame0000019.jpg,16.856022057053114,0.7287484655549828,206.54419593825935,113.91559413580246,50.530651198323504,4103.743523765194
FUNIEGAN,vid_000143_frame0000020.jpg,16.662655985174688,0.7031508606171829,205.58540356771155,113.56873456790123,49.99437142026414,4414.029361796744
FUNIEGAN,vid_000143_frame0000031.jpg,16.702055062594226,0.7009929368602618,221.70635694958665,114.96466049382715,53.717793117509956,4513.040433781948
FUNIEGAN,vid_000143_frame0000038.jpg,16.5991838585892,0.7052252027841405,232.25900092127108,114.95054783950617,56.24934115259579,4649.220580297818
FUNIEGAN,vid_000143_frame0000039.jpg,16.704223491500805,0.7078271432652311,233.123421542932,113.77071759259259,56.334662478379705,4633.154303866539
FUNIEGAN,vid_000143_frame0000041.jpg,16.58928798796296,0.7341754062174415,229.80433182178427,113.08117283950617,56.084965172294915,4618.864892317291
